"","X","Title","Artist","ConstituentID","ArtistBio","Nationality","BeginDate","EndDate","Gender","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","ObjectID","URL","ThumbnailURL","Circumference..cm.","Depth..cm.","Diameter..cm.","Height..cm.","Length..cm.","Weight..kg.","Width..cm.","Seat.Height..cm.","Duration..sec..","X0","artist_age","artist_dead","artist_age_acq"
"62706","62705","Untitled","Mark Rothko","5047","American, born Russia now Latvia. 1903–1970","American",1903,"1970.0","Male","1951.0","Etching","plate: 6 15/16 x 4 7/8"" (17.7 x 12.4 cm); sheet: 9 5/8 x 10"" (24.5 x 25.4 cm)","Gift of The Mark Rothko Foundation","319.1985","Print","Prints & Illustrated Books","1985-10-07","Y","66867","http://www.moma.org/collection/works/66867","http://www.moma.org/media/W1siZiIsIjMxNjA2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=00b2c7f9c88fe992",NA,NA,NA,17.7,NA,NA,12.4,NA,"","American",48,1,-15
"62754","62753","Free Wheeling","Helen Frankenthaler","1974","American, 1928–2011","American",1928,"2011.0","Female","1971.0","Etching, with stencilled acrylic additions","composition: 32 1/2 × 23 5/8"" (82.5 × 60 cm); sheet: 42 × 30 3/16"" (106.7 × 76.7 cm)","Gift of Celeste Bartos","323.1971","Print","Prints & Illustrated Books","1971-03-30","Y","66932","http://www.moma.org/collection/works/66932","http://www.moma.org/media/W1siZiIsIjE5MDA5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7b142b6ec61d8337",NA,NA,NA,82.5,NA,NA,60,NA,"","American",43,0,40
"62875","62874","Sorrow","Vincent van Gogh","2206","Dutch, 1853–1890","Dutch",1853,"1890.0","Male","1882.0","Lithograph","composition: 15 3/8 x 11 3/4"" (39.1 x 29.9 cm); sheet: 18 3/8 x 14 5/8"" (46.7 x 37.1 cm)","Purchase","332.1951","Print","Prints & Illustrated Books","1951-05-24","Y","67087","http://www.moma.org/collection/works/67087","http://www.moma.org/media/W1siZiIsIjIxMTA5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5d80b86c8a0ea9b0",NA,NA,NA,39.1,NA,NA,29.9,NA,"","Dutch",29,1,-61
"63222","63221","Inside - Outside","Grace Hartigan","2520","American, 1922–2008","American",1922,"2008.0","Female","1962.0","Lithograph","composition: 17 15/16 x 13 3/4"" (45.5 x 35 cm); sheet (irreg.): 24 13/16 x 19 15/16"" (63.1 x 50.6 cm)","Gift of the Celeste and Armand Bartos Foundation","350.1962","Print","Prints & Illustrated Books","1962-12-11","Y","67469","http://www.moma.org/collection/works/67469","http://www.moma.org/media/W1siZiIsIjE4MjE0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1d55fc7923e480e1",NA,NA,NA,45.5,NA,NA,35,NA,"","American",40,0,46
"63227","63226","Cedar Hill","Helen Frankenthaler","1974","American, 1928–2011","American",1928,"2011.0","Female","1983.0","Woodcut","composition and sheet: 20 7/16 x 25 1/8"" (51.9 x 63.8 cm)","Gift of Crown Point Press in celebration of its 25th anniversary","350.1987","Print","Prints & Illustrated Books","1987-10-20","Y","67475","http://www.moma.org/collection/works/67475","http://www.moma.org/media/W1siZiIsIjIwODgxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0d2f639c7ac61fc3",NA,NA,NA,51.9,NA,NA,63.8,NA,"","American",55,0,24
"63415","63414","Pallas Athene","Grace Hartigan","2520","American, 1922–2008","American",1922,"2008.0","Female","1961.0","Lithograph","composition (irreg.): 20 7/8 x 14 1/16"" (53 x 35.7 cm); sheet: 30 1/16 x 22 5/16"" (76.4 x 56.7 cm)","Gift of the Celeste and Armand Bartos Foundation","360.1963","Print","Prints & Illustrated Books","1963-06-12","Y","67684","http://www.moma.org/collection/works/67684","http://www.moma.org/media/W1siZiIsIjE4MjE3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=75c1789135f14c4d",NA,NA,NA,53,NA,NA,35.7,NA,"","American",39,0,45
"63692","63691","East and Beyond with Orange","Helen Frankenthaler","1974","American, 1928–2011","American",1928,"2011.0","Female","1973.0","Woodcut, with crayon addition","composition: 23 3/4 × 17 7/8"" (60.3 × 45.4 cm); sheet: 31 15/16 × 22 5/16"" (81.2 × 56.7 cm)","Gift of Celeste Bartos","373.1974","Print","Prints & Illustrated Books","1974-09-11","Y","67996","http://www.moma.org/collection/works/67996","http://www.moma.org/media/W1siZiIsIjE5MjQ0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8676bb132109af22",NA,NA,NA,60.3,NA,NA,45.4,NA,"","American",45,0,37
"64154","64153","Untitled from What Red Lines Can Do","Helen Frankenthaler","1974","American, 1928–2011","American",1928,"2011.0","Female","1970.0","One from a portfolio of five screenprints","composition (irreg.): 24 1/8 × 26 1/8"" (61.3 × 66.4 cm); sheet: 38 11/16 × 26 3/16"" (98.3 × 66.5 cm)","","403.1978.1","Print","Prints & Illustrated Books","1978-05-22","Y","68503","http://www.moma.org/collection/works/68503","http://www.moma.org/media/W1siZiIsIjE4MTYwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e91d40a9b3c0b2e0",NA,NA,NA,61.3,NA,NA,66.4,NA,"","American",42,0,33
"64155","64154","What Red Lines Can Do","Helen Frankenthaler","1974","American, 1928–2011","American",1928,"2011.0","Female","1970.0","Portfolio of five screenprints","composition (see child records): dimensions vary; sheet (each approx.): 38 11/16 × 26 3/16"" (98.3 × 66.5 cm)","Gift of Mr. and Mrs. Howard Sloan","403.1978.1-5","Print","Prints & Illustrated Books","1978-05-22","Y","68504","http://www.moma.org/collection/works/68504","",NA,NA,NA,98.3,NA,NA,66.5,NA,"","American",42,0,33
"64156","64155","Untitled from What Red Lines Can Do","Helen Frankenthaler","1974","American, 1928–2011","American",1928,"2011.0","Female","1970.0","One from a portfolio of five screenprints","composition (irreg.): 24 1/2 × 26 3/16"" (62.3 × 66.5 cm); sheet: 38 11/16 × 26 3/16"" (98.3 × 66.5 cm)","","403.1978.2","Print","Prints & Illustrated Books","1978-05-22","Y","68505","http://www.moma.org/collection/works/68505","http://www.moma.org/media/W1siZiIsIjE4MTYwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3f753594402d94dc",NA,NA,NA,62.3,NA,NA,66.5,NA,"","American",42,0,33
"64157","64156","Untitled from What Red Lines Can Do","Helen Frankenthaler","1974","American, 1928–2011","American",1928,"2011.0","Female","1970.0","One from a portfolio of five screenprints","composition (irreg.): 24 5/16 × 26 1/8"" (61.7 × 66.3 cm); sheet: 38 11/16 × 26 3/16"" (98.3 × 66.5 cm)","","403.1978.3","Print","Prints & Illustrated Books","1978-05-22","Y","68506","http://www.moma.org/collection/works/68506","http://www.moma.org/media/W1siZiIsIjE4MTYwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=925d8d09e4e48789",NA,NA,NA,61.7,NA,NA,66.3,NA,"","American",42,0,33
"64158","64157","Untitled from What Red Lines Can Do","Helen Frankenthaler","1974","American, 1928–2011","American",1928,"2011.0","Female","1970.0","One from a portfolio of five screenprints","composition (irreg.): 24 1/2 × 26 1/4"" (62.2 × 66.6 cm); sheet: 38 11/16 × 26 3/16"" (98.3 × 66.5 cm)","","403.1978.4","Print","Prints & Illustrated Books","1978-05-22","Y","68507","http://www.moma.org/collection/works/68507","http://www.moma.org/media/W1siZiIsIjE4MTYwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8f601875b764938d",NA,NA,NA,62.2,NA,NA,66.6,NA,"","American",42,0,33
"64159","64158","Untitled from What Red Lines Can Do","Helen Frankenthaler","1974","American, 1928–2011","American",1928,"2011.0","Female","1970.0","One from a portfolio of five screenprints","composition (irreg.): 32 1/16 × 19 15/16"" (81.4 × 50.6 cm); sheet: 38 11/16 × 26 3/16"" (98.3 × 66.5 cm)","","403.1978.5","Print","Prints & Illustrated Books","1978-05-22","Y","68508","http://www.moma.org/collection/works/68508","http://www.moma.org/media/W1siZiIsIjE4MTYxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b59977a6870a515b",NA,NA,NA,81.4,NA,NA,50.6,NA,"","American",42,0,33
"64508","64507","Untitled from The Hero Leaves His Ship","Grace Hartigan","2520","American, 1922–2008","American",1922,"2008.0","Female","1960.0","One from a series of four lithographs","composition (irreg.): 19 11/16 × 12 3/4"" (50 × 32.4 cm); sheet: 29 13/16 × 21 1/16"" (75.8 × 53.5 cm)","Gift of the artist","425.1961.2","Print","Prints & Illustrated Books","1961-12-13","Y","68891","http://www.moma.org/collection/works/68891","http://www.moma.org/media/W1siZiIsIjIyMDczOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b5a81e4a9dd30840",NA,NA,NA,50,NA,NA,32.4,NA,"","American",38,0,47
"64509","64508","The Hero Leaves His Ship","Grace Hartigan","2520","American, 1922–2008","American",1922,"2008.0","Female","1960.0","Portfolio of series lithographs","composition (see child records): dimensions vary; sheet (see child records): dimensions vary","Gift of the artist","425.1961.1-4","Print","Prints & Illustrated Books","1961-12-13","Y","68892","http://www.moma.org/collection/works/68892","",NA,NA,NA,NA,NA,NA,NA,NA,"","American",38,0,47
"64510","64509","Untitled from The Hero Leaves His Ship","Grace Hartigan","2520","American, 1922–2008","American",1922,"2008.0","Female","1960.0","One from a series of four lithographs","composition (irreg.): 12 7/8 × 16 3/8"" (32.7 × 41.6 cm); sheet: 21 1/16 × 29 13/16"" (53.5 × 75.8 cm)","Gift of the artist","425.1961.4","Print","Prints & Illustrated Books","1961-12-13","Y","68893","http://www.moma.org/collection/works/68893","http://www.moma.org/media/W1siZiIsIjIyMDc0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5917d68935750b9a",NA,NA,NA,32.7,NA,NA,41.6,NA,"","American",38,0,47
"64511","64510","Untitled from The Hero Leaves His Ship","Grace Hartigan","2520","American, 1922–2008","American",1922,"2008.0","Female","1960.0","One from a series of four lithographs","composition (irreg.): 20 1/2 × 14 3/4"" (52 × 37.4 cm); sheet: 29 13/16 × 21 1/4"" (75.8 × 54 cm)","Gift of the artist","425.1961.1","Print","Prints & Illustrated Books","1961-12-13","Y","68894","http://www.moma.org/collection/works/68894","http://www.moma.org/media/W1siZiIsIjIyMDc0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=93b57189501151a6",NA,NA,NA,52,NA,NA,37.4,NA,"","American",38,0,47
"64512","64511","Untitled from The Hero Leaves His Ship","Grace Hartigan","2520","American, 1922–2008","American",1922,"2008.0","Female","1960.0","One from a series of four lithographs","composition (irreg.): 12 13/16 × 20 7/16"" (32.6 × 51.9 cm); sheet: 21 1/4 × 29 15/16"" (54 × 76 cm)","Gift of the artist","425.1961.3","Print","Prints & Illustrated Books","1961-12-13","Y","68895","http://www.moma.org/collection/works/68895","http://www.moma.org/media/W1siZiIsIjIyMDc0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=807c1c0fbcb0c543",NA,NA,NA,32.6,NA,NA,51.9,NA,"","American",38,0,47
"64664","64663","Essence Mulberry","Helen Frankenthaler","1974","American, 1928–2011","American",1928,"2011.0","Female","1977.0","Woodcut","composition: 25 x 18 7/8"" (63.5 x 48 cm); sheet: 39 3/4 x 18 5/8"" (101 x 47.3 cm)","John B. Turner Fund","433.1977","Print","Prints & Illustrated Books","1977-11-10","Y","69050","http://www.moma.org/collection/works/69050","http://www.moma.org/media/W1siZiIsIjY0NjY1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=40958925ba80ee23",NA,NA,NA,63.5,NA,NA,48,NA,"","American",49,0,34
"64745","64744","Untitled","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1961.0","Lithograph","composition: 24 11/16 x 16 9/16"" (62.7 x 42.1 cm); sheet: 30 1/8 x 22 1/8"" (76.5 x 56.2 cm)","Gift of Mr. and Mrs. Barnett Newman in honor of René d'Harnoncourt","438.1969","Print","Prints & Illustrated Books","1969-05-22","Y","69133","http://www.moma.org/collection/works/69133","http://www.moma.org/media/W1siZiIsIjIxMTM1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0ac8335fd19e97aa",NA,NA,NA,62.7,NA,NA,42.1,NA,"","American",56,0,1
"64768","64767","Untitled (1)","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1944.0","Engraving and drypoint","plate: 11 7/8 x 9 15/16"" (30.2 x 25.3cm); sheet: 19 11/16 x 13 11/16"" (50 x 34.7cm)","Gift of Lee Krasner Pollock","440.1969","Print","Prints & Illustrated Books","1969-05-22","Y","69160","http://www.moma.org/collection/works/69160","http://www.moma.org/media/W1siZiIsIjE4MDE2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=445b999e40800d01",NA,NA,NA,30.2,NA,NA,25.3,NA,"","American",32,1,-13
"64780","64779","Untitled (2)","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1944.0","Engraving and drypoint","plate: 11 7/8 x 10"" (30.2 x 25.4 cm); sheet: 19 11/16 x 13 13/16"" (50 x 35.1 cm)","Gift of Lee Krasner Pollock","441.1969","Print","Prints & Illustrated Books","1969-05-22","Y","69173","http://www.moma.org/collection/works/69173","http://www.moma.org/media/W1siZiIsIjI0NzM3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e8629ee7b2cd73bb",NA,NA,NA,30.2,NA,NA,25.4,NA,"","American",32,1,-13
"64792","64791","Untitled (3)","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1944.0","Engraving and drypoint","plate: 11 5/8 x 8 7/8"" (29.6 x 22.6 cm); sheet: 19 11/16 x 13 5/8"" (50 x 34.6 cm)","Gift of Lee Krasner Pollock","442.1969","Print","Prints & Illustrated Books","1969-05-22","Y","69187","http://www.moma.org/collection/works/69187","http://www.moma.org/media/W1siZiIsIjIyNDEyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f357affeb8d01798",NA,NA,NA,29.6,NA,NA,22.6,NA,"","American",32,1,-13
"64820","64819","Untitled (4)","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1934.0","Engraving and drypoint","plate: 14 9/16 x 17 11/16"" (37 x 45 cm); sheet: 19 3/4 x 27 5/16"" (50.2 x 69.3 cm)","Gift of Lee Krasner Pollock","443.1969","Print","Prints & Illustrated Books","1969-05-22","Y","69216","http://www.moma.org/collection/works/69216","http://www.moma.org/media/W1siZiIsIjE3OTg5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=932f7b8e0b912508",NA,NA,NA,37,NA,NA,45,NA,"","American",22,1,-13
"64831","64830","Untitled (5)","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1944.0","Engraving and drypoint","plate: 9 x 11 3/4"" (22.9 x 29.9 cm); sheet: 13 3/8 x 19 3/4"" (34 x 50.2 cm)","Gift of Lee Krasner Pollock","444.1969","Print","Prints & Illustrated Books","1969-05-22","Y","69229","http://www.moma.org/collection/works/69229","http://www.moma.org/media/W1siZiIsIjE3OTg2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6dd84bd4351d6467",NA,NA,NA,22.9,NA,NA,29.9,NA,"","American",32,1,-13
"64853","64852","Untitled (5)","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1944.0","Engraving and drypoint","plate: 9 x 11 15/16"" (22.9 x 30.3cm); sheet: 13 3/4 x 19 7/8"" (35 x 50.5cm)","Gift of Lee Krasner Pollock","445.1969","Print","Prints & Illustrated Books","1969-05-22","Y","69252","http://www.moma.org/collection/works/69252","http://www.moma.org/media/W1siZiIsIjE3OTg2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3389a45c2379be47",NA,NA,NA,22.9,NA,NA,30.3,NA,"","American",32,1,-13
"64874","64873","Untitled (6)","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1944.0","Engraving and drypoint","plate: 11 13/16 x 8 15/16"" (30 x 22.7 cm); sheet: 19 11/16 x 13 5/8"" (50 x 34.6 cm)","Gift of Lee Krasner Pollock","446.1969","Print","Prints & Illustrated Books","1969-05-22","Y","69274","http://www.moma.org/collection/works/69274","http://www.moma.org/media/W1siZiIsIjE4MDA5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=17abb0de0bdba6f3",NA,NA,NA,30,NA,NA,22.7,NA,"","American",32,1,-13
"64885","64884","Untitled (6)","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1944.0","Engraving and drypoint","plate: 11 13/16 x 8 15/16"" (30 x 22.7 cm); sheet: 19 11/16 x 13 11/16"" (50 x 34.7 cm)","Gift of Lee Krasner Pollock","447.1969","Print","Prints & Illustrated Books","1969-05-22","Y","69286","http://www.moma.org/collection/works/69286","http://www.moma.org/media/W1siZiIsIjE4MDA3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6babfb9c63fed5bf",NA,NA,NA,30,NA,NA,22.7,NA,"","American",32,1,-13
"64896","64895","Untitled (7)","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1944.0","Engraving and drypoint","plate: 15 9/16 x 23 11/16"" (39.6 x 60.1 cm); sheet: 19 13/16 x 27 5/16"" (50.3 x 69.3 cm)","Gift of Lee Krasner Pollock","448.1969","Print","Prints & Illustrated Books","1969-05-22","Y","69298","http://www.moma.org/collection/works/69298","http://www.moma.org/media/W1siZiIsIjE3OTg5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=17bafd856abdf4e1",NA,NA,NA,39.6,NA,NA,60.1,NA,"","American",32,1,-13
"64913","64912","Untitled (8)","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1944.0","Engraving and drypoint","plate: 11 3/4 x 9 7/16"" (29.8 x 24 cm); sheet: 19 11/16 x 13 3/4"" (50 x 34.9 cm)","Gift of Lee Krasner Pollock","449.1969","Print","Prints & Illustrated Books","1969-05-22","Y","69316","http://www.moma.org/collection/works/69316","http://www.moma.org/media/W1siZiIsIjE4MDEzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=18aca76b6ebbe7b4",NA,NA,NA,29.8,NA,NA,24,NA,"","American",32,1,-13
"64925","64924","Plate for Untitled (1) and Untitled (2)","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1944.0","Engraving and drypoint on copper plate","plate: 12 x 10 1/16"" (30.5 x 25.5 cm)","Gift of Lee Krasner Pollock","450.1969","Print","Prints & Illustrated Books","1969-05-22","Y","69329","http://www.moma.org/collection/works/69329","http://www.moma.org/media/W1siZiIsIjMyOTgzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3f8f28c49dfe2404",NA,NA,NA,30.5,NA,NA,25.5,NA,"","American",32,1,-13
"64938","64937","Plate for Untitled (3)","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1944.0","Engraving and drypoint on steel-faced copper plate","plate  11 7/8 x 9"" (30.2 x 22.9 cm)","Gift of Lee Krasner Pollock","451.1969","Print","Prints & Illustrated Books","1969-05-22","N","69342","","",NA,NA,NA,30.2,NA,NA,22.9,NA,"","American",32,1,-13
"64951","64950","Plate for Untitled (4)","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1944.0","Engraving and drypoint on steel-faced copper plate","plate  14 7/8 x 17 7/8"" (37.8 x 45.4 cm)","Gift of Lee Krasner Pollock","452.1969","Print","Prints & Illustrated Books","1969-05-22","Y","69355","http://www.moma.org/collection/works/69355","http://www.moma.org/media/W1siZiIsIjMyOTgzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6af71cbbaf1eb624",NA,NA,NA,37.8,NA,NA,45.4,NA,"","American",32,1,-13
"64963","64962","Plate for Untitled (5) and Untitled (6)","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1944.0","Engraving on copper-faced zinc plate","plate  12 x 8 15/16"" (30.5 x 22.8 cm)","Gift of Lee Krasner Pollock","453.1969","Print","Prints & Illustrated Books","1969-05-22","Y","69368","http://www.moma.org/collection/works/69368","http://www.moma.org/media/W1siZiIsIjMyOTgzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3817b7bf9af5c481",NA,NA,NA,30.5,NA,NA,22.8,NA,"","American",32,1,-13
"64975","64974","Plate for Untitled (7)","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1944.0","Engraving and drypoint on steel-faced copper plate","plate  16 x 23 15/16"" (40.7 x 60.9 cm)","Gift of Lee Krasner Pollock","454.1969","Print","Prints & Illustrated Books","1969-05-22","N","69380","","",NA,NA,NA,40.7,NA,NA,60.9,NA,"","American",32,1,-13
"64987","64986","Plate for Untitled (8)","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1944.0","Engraving and drypoint on brass-faced zinc plate","plate  12 x 8 15/16"" (30.5 x 22.8 cm)","Gift of Lee Krasner Pollock","455.1969","Print","Prints & Illustrated Books","1969-05-22","N","69393","","",NA,NA,NA,30.5,NA,NA,22.8,NA,"","American",32,1,-13
"64998","64997","Plate for Untitled (9)","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1944.0","Engraving and drypoint on zinc plate","plate  12 x 8 15/16"" (30.5 x 22.8 cm)
Plate: 12 x 9"" (30.5 x 22.8 cm)","Gift of Lee Krasner Pollock","456.1969","Print","Prints & Illustrated Books","1969-05-22","N","69404","","",NA,NA,NA,30.5,NA,NA,22.8,NA,"","American",32,1,-13
"65068","65067","Cover from S.M.S. No. 2","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1968.0","Multiple of phonograph record with collage additions affixed to folder","composition: 6 7/8 x 6 7/8"" (17.4 x 17.4 cm); sheet (folder, open): 11 x 14 3/8"" (28 x 36.5 cm)","Gift of Carol O. Selle","460.1977.2a","Multiple","Prints & Illustrated Books","1977-11-10","Y","69479","http://www.moma.org/collection/works/69479","",NA,NA,NA,17.4,NA,NA,17.4,NA,"","American",81,1,-9
"65216","65215","Rotoreliefs (Optical Disks)","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1935.0","Series of six offset lithographs","sheet (diameter, each): 7 7/8"" (20 cm)","Gift of Rose Fried","466.1953.1-6","Print","Prints & Illustrated Books","1953-06-22","Y","69630","http://www.moma.org/collection/works/69630","http://www.moma.org/media/W1siZiIsIjIwMzQ3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=679bdeacaecc7cb8",NA,NA,20,NA,NA,NA,NA,NA,"","American",48,0,15
"65342","65341","Untitled Etching #1 (First Version)","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1969.0","Etching and aquatint","plate: 14 15/16 x 23 7/8"" (37.9 x 60.6 cm); sheet: 18 7/8 x 29 3/4"" (48 x 75.5 cm)","Gift of William Goldston","477.1986","Print","Prints & Illustrated Books","1987-01-15","Y","69771","http://www.moma.org/collection/works/69771","http://www.moma.org/media/W1siZiIsIjE5MDM1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3b587e2c80a874e4",NA,NA,NA,37.9,NA,NA,60.6,NA,"","American",64,1,-17
"65499","65498","Lot's Wife","Helen Frankenthaler","1974","American, 1928–2011","American",1928,"2011.0","Female","1971.0","Lithograph on two sheets","composition (.a, irreg.): 37 9/16 × 27 3/8"" (95.4 × 69.6 cm); composition (.b, irreg.): 43 1/4 × 27 3/4"" (109.8 × 70.5 cm); sheet (.a, irreg.): 41 15/16 × 36 5/8"" (106.5 × 93 cm); sheet (.b, irreg.): 50 3/16 × 36 5/8"" (127.4 × 93 cm)","Gift of Celeste Bartos","484.1971.a-c","Print","Prints & Illustrated Books","1971-10-07","Y","69940","http://www.moma.org/collection/works/69940","http://www.moma.org/media/W1siZiIsIjE5MDM1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5e6b0557e08cf1bd",NA,NA,NA,95.4,NA,NA,69.6,NA,"","American",43,0,40
"65971","65970","Air Frame from New York Ten","Helen Frankenthaler","1974","American, 1928–2011","American",1928,"2011.0","Female","1965.0","Screenprint from a portfolio with seven screenprints, one etching, one lithograph, and one embossing","composition and sheet: 21 15/16 x 17"" (55.8 x 43.2 cm)","Law Foundation Fund","523.1965.3","Print","Prints & Illustrated Books","1965-06-08","Y","70502","http://www.moma.org/collection/works/70502","http://www.moma.org/media/W1siZiIsIjE4MjIyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e2c45c6245b06e90",NA,NA,NA,55.8,NA,NA,43.2,NA,"","American",37,0,46
"67648","67647","Orange Hoop","Helen Frankenthaler","1974","American, 1928–2011","American",1928,"2011.0","Female","1965.0","Lithograph","composition (irreg.): 19 1/8 x 13 7/8"" (48.6 x 35.2 cm); sheet: 25 11/16 x 20"" (65.2 x 50.8 cm)","Gift of the Celeste and Armand Bartos Foundation","639.1965","Print","Prints & Illustrated Books","1965-10-07","Y","72337","http://www.moma.org/collection/works/72337","http://www.moma.org/media/W1siZiIsIjE4MjI1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=674cccce5c3a130b",NA,NA,NA,48.6,NA,NA,35.2,NA,"","American",37,0,46
