"","X","Title","Artist","ConstituentID","ArtistBio","Nationality","BeginDate","EndDate","Gender","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","ObjectID","URL","ThumbnailURL","Circumference..cm.","Depth..cm.","Diameter..cm.","Height..cm.","Length..cm.","Weight..kg.","Width..cm.","Seat.Height..cm.","Duration..sec..","X0","artist_age","artist_dead","artist_age_acq"
"34239","34238","Mountain","Agnes Martin","3787","American, born Canada. 1912–2004","American",1912,"2004.0","Female","1960.0","Ink and pencil on paper","9 3/8 x 11 7/8"" (24 x 30.2 cm)","Ruth Vollmer Bequest","318.1983","Drawing","Drawings","1983-03-15","Y","36262","http://www.moma.org/collection/works/36262","http://www.moma.org/media/W1siZiIsIjg4OTk2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=33c3a52236dd3173",NA,NA,NA,23.8,NA,NA,30.2,NA,"","American",48,0,21
"34440","34439",".a) Great Meadows .b) Untitled (Landscape)","Helen Frankenthaler","1974","American, 1928–2011","American",1928,"2011.0","Female","1951.0",".a) Watercolor and acrylic on paper .b) Watercolor on paper","22 x 30 1/2"" (56 x 77.4 cm)","Purchase","378.1984.a-b","Drawing","Drawings","1984-11-29","Y","36579","http://www.moma.org/collection/works/36579","http://www.moma.org/media/W1siZiIsIjEwNTk2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=133b0386448e925a",NA,NA,NA,55.9,NA,NA,77.5,NA,"","American",23,0,27
"34486","34485","No. 19 H.S.W.","Yayoi Kusama","3315","Japanese, born 1929","Japanese",1929,"2018.0","Female","1956.0","Pastel and gouache on paper","23 1/2 x 18"" (59.7 x 45.7 cm)","Gift of Sarah-Ann and Werner H. Kramarsky","388.1999","Drawing","Drawings","1999-10-21","Y","36628","http://www.moma.org/collection/works/36628","http://www.moma.org/media/W1siZiIsIjcyNzQxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=81f99c4184c6b861",NA,NA,NA,59.7,NA,NA,45.7,NA,"","Japanese",27,0,19
"34733","34732","Untitled","Jean-Michel Basquiat","370","American, 1960–1988","American",1960,"1988.0","Male","1982.0","Felt-tip pen and oilstick on paper","30 x 22"" (76.2 x 55.9 cm)","Gift of Norman Dubrow","439.1986","Drawing","Drawings","1986-12-22","Y","36907","http://www.moma.org/collection/works/36907","http://www.moma.org/media/W1siZiIsIjI3NDM5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5e7815bfc142d03a",NA,NA,NA,76.2002,NA,NA,55.8801,NA,"","American",22,0,2
"34785","34784","Untitled","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1950.0","Ink on paper","17 1/2 x 22 1/4"" (44.5 x 56.6 cm)","Gift of Jo Carole and Ronald S. Lauder in honor of Eliza Parkinson Cobb","448.1982","Drawing","Drawings","1982-11-04","Y","36965","http://www.moma.org/collection/works/36965","http://www.moma.org/media/W1siZiIsIjMzMjg0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6bd54084bcee1ce2",NA,NA,NA,44.5,NA,NA,56.5,NA,"","American",38,1,-26
"34843","34842","Untitled","Mark Rothko","5047","American, born Russia now Latvia. 1903–1970","American",1903,"1970.0","Male","1944.0","Watercolor, tempera, ink, and pencil on paper","21 1/4 x 29 1/2"" (54 x 74.9 cm)","Gift of The Mark Rothko Foundation, Inc.","459.1986","Drawing","Drawings","1986-12-22","Y","37024","http://www.moma.org/collection/works/37024","http://www.moma.org/media/W1siZiIsIjMxNDYzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0b3c7a472702e029",NA,NA,NA,54,NA,NA,74.9,NA,"","American",41,1,-16
"34845","34844","Untitled","Mark Rothko","5047","American, born Russia now Latvia. 1903–1970","American",1903,"1970.0","Male","1969.0","Synthetic polymer paint and ink on paper","40 1/2 x 26 1/2"" (102.2 x 67.4 cm)","Gift of The Mark Rothko Foundation, Inc.","460.1986","Drawing","Drawings","1986-12-22","Y","37028","http://www.moma.org/collection/works/37028","http://www.moma.org/media/W1siZiIsIjM0NTIyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ff2d16a6135b9ae5",NA,NA,NA,102.2,NA,NA,67.4,NA,"","American",66,1,-16
"34848","34847","Untitled","Mark Rothko","5047","American, born Russia now Latvia. 1903–1970","American",1903,"1970.0","Male","1945.0","Watercolor and ink on paper","40 1/8 x 26 1/4"" (102 x 66.6 cm)","Gift of The Mark Rothko Foundation, Inc.","461.1986","Drawing","Drawings","1986-12-22","Y","37033","http://www.moma.org/collection/works/37033","http://www.moma.org/media/W1siZiIsIjMxODc5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=55e6eb9e9f466d9f",NA,NA,NA,102,NA,NA,66.6,NA,"","American",42,1,-16
"34851","34850","Untitled","Mark Rothko","5047","American, born Russia now Latvia. 1903–1970","American",1903,"1970.0","Male","1944.0","Ink and pencil on paper","22 5/8 x 15 1/2"" (57.5 x 39.3 cm)","Gift of The Mark Rothko Foundation, Inc.","462.1986","Drawing","Drawings","1986-12-22","Y","37037","http://www.moma.org/collection/works/37037","http://www.moma.org/media/W1siZiIsIjM0NjMzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b28e039b76c77961",NA,NA,NA,57.5,NA,NA,39.3,NA,"","American",41,1,-16
"34855","34854","Untitled","Mark Rothko","5047","American, born Russia now Latvia. 1903–1970","American",1903,"1970.0","Male","1968.0","Synthetic polymer paint on paper","17 7/8 x 23 7/8"" (45.4 x 60.8 cm)","Gift of The Mark Rothko Foundation, Inc.","463.1986","Drawing","Drawings","1986-12-22","Y","37042","http://www.moma.org/collection/works/37042","http://www.moma.org/media/W1siZiIsIjM0NjMzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0225040d8d07cc0f",NA,NA,NA,45.4,NA,NA,60.8,NA,"","American",65,1,-16
"34875","34874","Repetition Nineteen I","Eva Hesse","2623","American, born Germany. 1936–1970","American",1936,"1970.0","Female","1967.0","Gouache, watercolor, and pencil on paper","11 1/8 x 14 7/8"" (28.4 x 37.8 cm)","Gift of the Eva Hesse Estate","469.1971","Drawing","Drawings","1971-10-07","Y","37063","http://www.moma.org/collection/works/37063","http://www.moma.org/media/W1siZiIsIjEwMDU3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d8d49abfbbc3c4a8",NA,NA,NA,28.4,NA,NA,37.8,NA,"","American",31,1,-1
"34877","34876","Repetition Nineteen, First of 3 versions","Eva Hesse","2623","American, born Germany. 1936–1970","American",1936,"1970.0","Female","1967.0","Pen and ink on transparentized paper","8 7/8 x 11 7/8"" (22.5 x 30.3 cm)","Gift of the Eva Hesse Estate","470.1971","Drawing","Drawings","1971-10-07","Y","37065","http://www.moma.org/collection/works/37065","http://www.moma.org/media/W1siZiIsIjEwMDU3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=17ef9207bcb8c647",NA,NA,NA,22.5,NA,NA,30.3,NA,"","American",31,1,-1
"34883","34882","Repetition Nineteen, Second of 3 versions","Eva Hesse","2623","American, born Germany. 1936–1970","American",1936,"1970.0","Female","1967.0","Pen and ink on transparentized paper","8 7/8 x 11 7/8"" (22.5 x 30.3 cm)","Gift of the Eva Hesse Estate","471.1971","Drawing","Drawings","1971-10-07","Y","37071","http://www.moma.org/collection/works/37071","http://www.moma.org/media/W1siZiIsIjE1NDc4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8e1aa0b901c9f99f",NA,NA,NA,22.5,NA,NA,30.3,NA,"","American",31,1,-1
"34887","34886","Repetition Nineteen","Eva Hesse","2623","American, born Germany. 1936–1970","American",1936,"1970.0","Female","1967.0","Pencil on graph paper","10 7/8 x 8 1/2"" (27.9 x 21.6 cm)","Gift of the Eva Hesse Estate","472.1971","Drawing","Drawings","1971-10-07","Y","37077","http://www.moma.org/collection/works/37077","http://www.moma.org/media/W1siZiIsIjE1NDc4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=da8ab7743e520327",NA,NA,NA,27.9,NA,NA,21.6,NA,"","American",31,1,-1
"34967","34966","No title","Eva Hesse","2623","American, born Germany. 1936–1970","American",1936,"1970.0","Female","1960.0","Gouache and ink on paper","5 x 4 1/2"" (15.2 x 11.4 cm)","Gift of Tony Ganz in memory of Sally Ganz and her friendship with Robert Storr","495.1997","Drawing","Drawings","1997-10-23","Y","37163","http://www.moma.org/collection/works/37163","http://www.moma.org/media/W1siZiIsIjIwNzYzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0689444070426f95",NA,NA,NA,12.7,NA,NA,11.4,NA,"","American",24,1,-27
"35032","35031","L.H.O.O.Q. Shaved","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Playing card with colored ink on printed invitation","8 1/4 x 5 3/8"" (21 x 13.8 cm)","Gift of Philip Johnson","506.1970","Drawing","Drawings","1970-11-10","Y","37231","http://www.moma.org/collection/works/37231","http://www.moma.org/media/W1siZiIsIjEwMDg2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0732898d85d28acf",NA,NA,NA,21,NA,NA,13.7,NA,"","American",78,1,-2
"35047","35046","Accumulation of Stamps, 63","Yayoi Kusama","3315","Japanese, born 1929","Japanese",1929,"2018.0","Female","1962.0","Pasted labels and ink on paper","23 3/4 x 29"" (60.3 x 73.6 cm)","Gift of Philip Johnson","510.1970","Drawing","Drawings","1970-11-10","Y","37248","http://www.moma.org/collection/works/37248","http://www.moma.org/media/W1siZiIsIjIxMjIxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=14ce6af06a927325",NA,NA,NA,60.3,NA,NA,73.7,NA,"","Japanese",33,0,48
"35091","35090","Untitled","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1946.0","Ink on paper","24 x 18"" (61 x 45.8 cm)","Gift of the Committee on Drawings in honor of Richard E. Oldenburg","530.1994","Drawing","Drawings","1994-10-20","Y","37298","http://www.moma.org/collection/works/37298","http://www.moma.org/media/W1siZiIsIjc1NjUyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=d17758abec6cfc1d",NA,NA,NA,61,NA,NA,45.8,NA,"","American",41,1,-24
"35102","35101","Untitled","Agnes Martin","3787","American, born Canada. 1912–2004","American",1912,"2004.0","Female","1952.0","Watercolor and ink on paper","11 3/4 x 17 3/4"" (29.9 x 45.3 cm)
","Gift of Paul F. Walter","549.1990","Drawing","Drawings","1990-10-25","Y","37312","http://www.moma.org/collection/works/37312","http://www.moma.org/media/W1siZiIsIjIwNzY0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=01b2503e5562c353",NA,NA,NA,29.8,NA,NA,45.1,NA,"","American",40,0,14
"35296","35295","Stone","Agnes Martin","3787","American, born Canada. 1912–2004","American",1912,"2004.0","Female","1964.0","Ink on paper","10 7/8 x 10 7/8"" (27.7 x 27.7 cm)
","Eugene and Clare Thaw Fund","606.1964","Drawing","Drawings","1964-10-06","Y","37559","http://www.moma.org/collection/works/37559","http://www.moma.org/media/W1siZiIsIjE4NTU2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ab17518526cbe3c5",NA,NA,NA,27.6,NA,NA,27.6,NA,"","American",52,0,40
"35300","35299","Wood","Agnes Martin","3787","American, born Canada. 1912–2004","American",1912,"2004.0","Female","1964.0","Ink on paper","10 7/8 x 10 7/8"" (27.7 x 27.7 cm)","Eugene and Clare Thaw Fund","607.1964","Drawing","Drawings","1964-10-06","Y","37564","http://www.moma.org/collection/works/37564","http://www.moma.org/media/W1siZiIsIjg4OTk5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=fe078b971bfdcbfb",NA,NA,NA,27.6,NA,NA,27.6,NA,"","American",52,0,40
"35448","35447","Untitled","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1945.0","Crayon, colored pencil, ink, and watercolor on paper","20 1/4 x 25"" (51.5 x 63.5 cm)
","Gift of Philip Johnson, Abby Aldrich Rockefeller, Curt Valentin and Edward M. M. Warburg (by exchange)","662.1983","Drawing","Drawings","1983-11-04","Y","37756","http://www.moma.org/collection/works/37756","http://www.moma.org/media/W1siZiIsIjIxMTgxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=62c6ba2153c62f90",NA,NA,NA,51.4,NA,NA,63.5,NA,"","American",33,1,-27
"35451","35450","Untitled","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1950.0","Ink on paper","18 7/8 x 24 3/4"" (47.9 x 63.1 cm)
","The Joan and Lester Avnet Fund","663.1983","Drawing","Drawings","1983-11-04","Y","37760","http://www.moma.org/collection/works/37760","http://www.moma.org/media/W1siZiIsIjMzMjA3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6c20fc445e164c6c",NA,NA,NA,47.9,NA,NA,62.9,NA,"","American",38,1,-27
"35452","35451","Untitled","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1950.0","Ink on paper","19 x 24"" (48.5 x 61.1 cm)
","Purchase","664.1983","Drawing","Drawings","1983-11-04","Y","37761","http://www.moma.org/collection/works/37761","http://www.moma.org/media/W1siZiIsIjMzMjA4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f18cc446482fffb6",NA,NA,NA,48.3,NA,NA,61,NA,"","American",38,1,-27
"35455","35454","Untitled","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1938.0","Pencil and colored pencil on paper","14 x 11"" (35.6 x 27.9 cm)","Gift of Lee Krasner in memory of Jackson Pollock","665.1983","Drawing","Drawings","1983-11-04","Y","37764","http://www.moma.org/collection/works/37764","http://www.moma.org/media/W1siZiIsIjIxNTk5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0572bf1886203e9a",NA,NA,NA,35.6,NA,NA,27.9,NA,"","American",26,1,-27
"35456","35455","Untitled","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1951.0","Black and sepia ink on mulberry paper","25 x 38 3/4"" (63.5 x 98.4 cm)","Gift of Lee Krasner in memory of Jackson Pollock","666.1983","Drawing","Drawings","1983-11-04","Y","37765","http://www.moma.org/collection/works/37765","http://www.moma.org/media/W1siZiIsIjI5MTI4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6e4d53c13dc67e2f",NA,NA,NA,63.5,NA,NA,98.4,NA,"","American",39,1,-27
"35457","35456","Untitled","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1952.0","Ink and gouache on Howell paper","17 7/8 x 22"" (45.5 x 56 cm)
","Gift of Lee Krasner in memory of Jackson Pollock","667.1983","Drawing","Drawings","1983-11-04","Y","37766","http://www.moma.org/collection/works/37766","http://www.moma.org/media/W1siZiIsIjYzODE2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=2f1143e8ab4da170",NA,NA,NA,45.4,NA,NA,55.9,NA,"","American",40,1,-27
"35463","35462","Christmas Gift  (Cadeau de Noel)","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1955.0","Address book covered in printed paper with ballpoint pen and felt-tip pen inscriptions and metallic paint on cover","book size sheet  6 1/8 x 4 1/4 x 3/8"" (15.5 x 10.9 x 0.7 cm)","Mary Sisler Bequest","670.1990","Drawing","Drawings","1990-12-10","N","37773","","",NA,0.7,NA,15.5,NA,NA,10.9,NA,"","American",68,1,-22
"35464","35463","Conversation","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1909.0","Pen and ink and wash on paper","12 x 9 7/8"" (30.5 x 25.7 cm)","Mary Sisler Bequest","671.1990","Drawing","Drawings","1990-12-10","Y","37774","http://www.moma.org/collection/works/37774","http://www.moma.org/media/W1siZiIsIjI4NzcyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=30ab00c03325c2c8",NA,NA,NA,30.5,NA,NA,25.7,NA,"","American",22,1,-22
"35465","35464","Manuscript Notes of Marcel Duchamp 1912-1920 from À L'Infinitif (The White Box)","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1912.0","Ink, pencil, colored pencil, and watercolor on paper, printed paper, and card with tape and pins","various","Mary Sisler Bequest","672.1990.1-7","Drawing","Drawings","1990-12-10","Y","37775","http://www.moma.org/collection/works/37775","",NA,NA,NA,0,NA,NA,0,NA,"","American",25,1,-22
"35469","35468","Sundays","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1909.0","Conté crayon, ink, and gouache on paper","24 x 19 1/8"" (61 x 48.5 cm)","Mary Sisler Bequest","677.1990","Drawing","Drawings","1990-12-10","Y","37779","http://www.moma.org/collection/works/37779","http://www.moma.org/media/W1siZiIsIjI2NjAzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2219348c2c65a18f",NA,NA,NA,61,NA,NA,48.5,NA,"","American",22,1,-22
"35521","35520","Untitled (Sheet of Studies)","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1939.0","Black colored pencil on paper","11 x 14"" (27.8 x 35.4 cm)","Gift of Charles B. Benenson","712.1980","Drawing","Drawings","1980-12-18","Y","37841","http://www.moma.org/collection/works/37841","http://www.moma.org/media/W1siZiIsIjMzMjU1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=72b5f47d719058ae",NA,NA,NA,27.8,NA,NA,35.4,NA,"","American",27,1,-24
"35523","35522","Untitled","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1944.0","Ink on paper","20 5/8 x 25 7/8"" (52.5 x 65.8 cm)","Gift of Samuel I. Rosenman (by exchange)","713.1980","Drawing","Drawings","1980-12-18","Y","37844","http://www.moma.org/collection/works/37844","http://www.moma.org/media/W1siZiIsIjE4MjcyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=53872f429e9eb9b5",NA,NA,NA,52.4,NA,NA,65.7,NA,"","American",32,1,-24
"35685","35684","Untitled","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1945.0","Watercolor on paper","11 1/2 x 16 1/4"" (29.2 x 41.2 cm)","Purchase through the Vincent D'Aquila and Harry Soviak Bequest Fund","806.1996","Drawing","Drawings","1996-10-18","Y","38100","http://www.moma.org/collection/works/38100","http://www.moma.org/media/W1siZiIsIjMxOTY2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5dc0fcf03a51a35e",NA,NA,NA,29.2,NA,NA,41.3,NA,"","American",40,1,-26
"35851","35850","Tremolo","Agnes Martin","3787","American, born Canada. 1912–2004","American",1912,"2004.0","Female","1962.0","Ink on paper","10 x 11"" (25.5 x 28 cm)","The Riklis Collection of McCrory Corporation","927.1983","Drawing","Drawings","1985-09-10","Y","38280","http://www.moma.org/collection/works/38280","http://www.moma.org/media/W1siZiIsIjE3MjA0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=382ee7aa45b86443",NA,NA,NA,25.4,NA,NA,27.9,NA,"","American",50,0,19
"35943","35942","No title","Eva Hesse","2623","American, born Germany. 1936–1970","American",1936,"1970.0","Female","1966.0","Watercolor and pencil on paper","11 3/4 x 9 1/8"" (30 x 23.1 cm)","Gift of Mr. and Mrs. Herbert Fischbach","1016.1969","Drawing","Drawings","1969-12-04","Y","38380","http://www.moma.org/collection/works/38380","http://www.moma.org/media/W1siZiIsIjY3NDA1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=eba7ebb8d904b9fc",NA,NA,NA,30,NA,NA,23.1,NA,"","American",30,0,1
"35960","35959","No title","Eva Hesse","2623","American, born Germany. 1936–1970","American",1936,"1970.0","Female","1967.0","Ink on graph paper","11 7/8 x 8 1/4"" (30.2 x 21 cm)","Ruth Vollmer Bequest","1101.1983","Drawing","Drawings","1995-06-14","Y","38417","http://www.moma.org/collection/works/38417","http://www.moma.org/media/W1siZiIsIjg4OTg5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=91de3e53dbdb4f46",NA,NA,NA,30.2,NA,NA,21,NA,"","American",31,1,-25
"47114","47113","Accumulation of Nets (No. 7)","Yayoi Kusama","3315","Japanese, born 1929","Japanese",1929,"2018.0","Female","1962.0","Collage of gelatin silver prints","29 x 24 1/2"" (73.7 x 62.2 cm)","Gift of Agnes Gund","286.1996","Photograph","Photography","1996-06-13","Y","49993","http://www.moma.org/collection/works/49993","http://www.moma.org/media/W1siZiIsIjMzMDY0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b9150ba4f73ad9b4",NA,NA,NA,73.7,NA,NA,62.2,NA,"","Japanese",33,0,22
